iter	Logloss
0	0.5275583039
1	0.3938238105
2	0.2964405227
3	0.2231431354
4	0.1614760553
5	0.1226333015
6	0.08998319186
7	0.06739622722
8	0.05004497051
9	0.03773449194
10	0.02948623512
11	0.02287304407
12	0.01742126379
13	0.01343354741
14	0.01057021928
15	0.008352661248
16	0.006638940915
17	0.005378287455
18	0.004425972206
19	0.003665636892
20	0.003044488271
21	0.002569217579
22	0.002541988706
23	0.002167149249
24	0.002149250187
25	0.00213209219
26	0.002102069404
27	0.002086079937
28	0.0020702199
29	0.002051616516
30	0.002041864942
31	0.002027455066
32	0.002007163785
33	0.001718645232
34	0.001691608775
35	0.0016835315
36	0.001667310818
37	0.001661083808
38	0.001434516197
39	0.001425420055
40	0.001408447719
41	0.001399198573
42	0.001391058532
43	0.001374694413
44	0.001367516049
45	0.001364129698
46	0.001364129698
47	0.001356249174
48	0.001348519067
49	0.001342117127
50	0.001338154881
51	0.001338159637
52	0.001330141019
53	0.001319236787
54	0.001319234726
55	0.001314217356
56	0.001309925813
57	0.001309925813
58	0.001153567941
59	0.001153567941
60	0.001153567941
61	0.001153568782
62	0.001153568782
63	0.001144068644
64	0.001007949355
65	0.0008977735684
66	0.0008977735684
67	0.0008908635028
68	0.0008908557874
69	0.0008908563971
70	0.0008908515379
71	0.0008908472311
72	0.0008908472311
73	0.0008908472311
74	0.0008908414589
75	0.0008834304595
76	0.0008834304595
77	0.0008778775234
78	0.0008778775234
79	0.0008778814582
80	0.0008778814582
81	0.0008778814582
82	0.0008699687556
83	0.0008699722215
84	0.0008649070094
85	0.0008649021611
86	0.0008595184345
87	0.0008595163002
88	0.0008595142404
89	0.0008595142404
90	0.0008595142404
91	0.000853646182
92	0.0008498308497
93	0.0008498259695
94	0.0007618436513
95	0.0007618428295
96	0.0007618428295
97	0.0007550967267
98	0.0007096369696
99	0.0007096349882
100	0.0007096367721
101	0.0007096291797
102	0.0007096228214
103	0.0007096228214
104	0.0007096228214
105	0.0007096228214
106	0.0007096228214
107	0.0007096228214
108	0.0007096228214
109	0.0007096184763
110	0.0007096184763
111	0.0006987776865
112	0.0006987776865
113	0.0006987776865
114	0.0006987702705
115	0.0006961498864
116	0.0006961499055
117	0.0006961499055
118	0.0006961499055
119	0.00069614988
120	0.00069614988
121	0.00069614988
122	0.0006961519124
123	0.0006291798604
124	0.0006291741074
125	0.0006291745788
126	0.0006291745788
127	0.0006291745788
128	0.000629167851
129	0.000629167851
130	0.0006291662753
131	0.000629170321
132	0.0006291702999
133	0.0006291653241
134	0.0006291647042
135	0.000629158212
136	0.000629158212
137	0.0006291605884
138	0.0006291605884
139	0.0006291561159
140	0.0006291552107
141	0.0006291552107
142	0.0006291481094
143	0.0006291449641
144	0.0006268035863
145	0.0006268035863
146	0.0006268035863
147	0.0006267953548
148	0.0006267851229
149	0.0006267851229
150	0.0006267851229
151	0.0006267851229
152	0.0006267851229
153	0.0006267851229
154	0.0006267851229
155	0.0006267851229
156	0.0006267935454
157	0.0006267935454
158	0.0006267935454
159	0.0006267935454
160	0.000626795323
161	0.000626795323
162	0.0006267885824
163	0.0006267832116
164	0.0006267832116
165	0.0006267886461
166	0.0006267894273
167	0.0006267731835
168	0.0006267718602
169	0.0006267718602
170	0.0006267674196
171	0.000626770637
172	0.000626770637
173	0.000626770637
174	0.000626770637
175	0.0006267687894
176	0.0005960082483
177	0.0005960082483
178	0.0005960079553
179	0.0005960079553
180	0.0005960079553
181	0.0005960079553
182	0.0005960073755
183	0.0005960073755
184	0.0005960073755
185	0.0005960073755
186	0.0005960016008
187	0.0005959978399
188	0.0005960033975
189	0.0005960033975
190	0.0005960033975
191	0.0005960033975
192	0.0005960033975
193	0.0005960033975
194	0.0005960033975
195	0.0005960033975
196	0.0005959913816
197	0.0005959913816
198	0.0005959913816
199	0.0005959967843
200	0.0005939091112
201	0.0005939091112
202	0.0005939016124
203	0.0005939016124
204	0.0005939045558
205	0.0005939045558
206	0.0005939045558
207	0.0005939036575
208	0.0005939036575
209	0.0005939020265
210	0.0005938935721
211	0.0005938928904
212	0.0005938928904
213	0.0005938928904
214	0.0005938928904
215	0.0005938928904
216	0.0005938911256
217	0.0005938833382
218	0.0005938847653
219	0.0005938847653
220	0.0005938833254
